ngram,Intensity/max.value,ST/max.value,SP/max.value
상실/NNG;하/XSV;거나/EC,Medium,Judgment,POS
상실/NNG;하/XSV;는/ETM,Medium,Judgment,POS
상실감/NNG,Medium,Emotion,NEG
상의/NNG,Low,Argument,NEG
상의/NNG;도/JX,Low,Judgment,COMP
상의/NNG;도/JX;자주/MAG,Low,Argument,POS
상징/NNG,Medium,Intention,POS
상징/NNG;하/XSV,Medium,Judgment,COMP
상쾌/XR,Medium,Argument,POS
상쾌/XR;하/XSA,Medium,Judgment,POS
상쾌/XR;하/XSA;ㄴ/ETM,Medium,Argument,POS
상태/NNG,Medium,Judgment,POS
상태/NNG;에/JKB,High,Judgment,POS
상태/NNG;에/JKB;머무르/VV,High,Judgment,POS
상태/NNG;이/VCP,Medium,Argument,POS
상태/NNG;이/VCP;다/EF,Medium,Argument,POS
상품/NNG,Medium,Judgment,POS
상품/NNG;미학/NNG,Medium,Argument,POS
상품/NNG;미학/NNG;이/VCP,Medium,Judgment,POS
상황/NNG,High,Judgment,POS
새/MM,Medium,Judgment,NEG
새/MM;삶/NNG,High,Judgment,POS
새/MM;삶/NNG;을/JKO,High,Judgment,POS
새/MM;생명/NNG,Medium,Judgment,POS
새/MM;생명/NNG;을/JKO,Medium,Judgment,POS
새/MM;조류/NNG,Medium,Judgment,POS
새/MM;청와대/NNP,Medium,Judgment,POS
새/NNG,Medium,Judgment,NEG
새/NNG;가/JKS,Medium,Judgment,POS
새/NNG;가/JKS;없/VA,Medium,Judgment,NEG
새/NNG;없이/MAG,Medium,Argument,NEG
새/VV,High,Emotion,NEG
새/VV;도록/EC,High,Judgment,POS
새/VV;도록/EC;얘기/NNG,High,Emotion,NEG
새/VV;어/EC,Medium,Argument,POS
새/VV;어/EC;나오/VV,Medium,Judgment,NEG
새끼/NNG,Medium,Judgment,POS
새끼/NNG;젖/NNG,Medium,Argument,POS
새끼/NNG;젖/NNG;도/JX,Medium,Judgment,POS
새댁/NNG,Medium,Judgment,POS
새로이/MAG,Medium,Judgment,POS
새로이/MAG;하/VV,Medium,Argument,POS
새롭/VA,Medium,Judgment,POS
새롭/VA;게/EC,Medium,Judgment,POS
새롭/VA;게/EC;다지/VV,Low,Judgment,POS
새롭/VA;게/EC;되살리/VV,Medium,Judgment,POS
새롭/VA;게/EC;발흥/NNG,Medium,Judgment,POS
새롭/VA;게/EC;시작/NNG,Medium,Argument,NEG
새롭/VA;게/EC;조명/NNG,Low,Judgment,POS
새롭/VA;ㄴ/ETM,Medium,Argument,NEG
새롭/VA;ㄴ/ETM;감동/NNG,Medium,Emotion,NEG
새롭/VA;ㄴ/ETM;기회/NNG,Medium,Judgment,NEG
새롭/VA;ㄴ/ETM;분야/NNG,Medium,Argument,POS
새롭/VA;ㄴ/ETM;음악/NNG,Medium,Judgment,POS
새롭/VA;ㄴ/ETM;형식/NNG,Medium,Judgment,POS
새롭/VA;ㄴ/ETM;형태/NNG,Medium,Judgment,POS
새롭/VA;ㄹ/ETM,Low,Argument,POS
새롭/VA;ㄹ/ETM;것/NNB,Low,Judgment,POS
새롭/VA;은/ETM,Medium,Argument,POS
새롭/VA;은/ETM;삶/NNG,Medium,Judgment,POS
새롭/VA;은/ETM;여성/NNG,Medium,Argument,POS
새바람/NNG,Medium,Judgment,POS
새바람/NNG;이/JKS,Medium,Judgment,POS
새바람/NNG;이/JKS;불/VV,Medium,Judgment,POS
새삼/MAG,None,Others,NEG
새색시/NNG,Medium,Judgment,POS
새색시/NNG;처럼/JKB,Medium,Argument,POS
새색시/NNG;처럼/JKB;수줍/VA,Medium,Judgment,POS
색/NNG,Medium,Judgment,POS
색/NNG;번지/VV,Medium,Argument,POS
색/NNG;번지/VV;ㅁ/ETN,Medium,Judgment,POS
색/NNG;을/JKO,Medium,Argument,POS
색/NNG;을/JKO;되살리/VV,Medium,Judgment,POS
색깔/NNG,Medium,Judgment,POS
색깔/NNG;로/JKB,Medium,Judgment,POS
색깔/NNG;로/JKB;바꾸/VV,Medium,Judgment,POS
색다르/VA,Medium,Judgment,POS
생/XPN,Medium,Judgment,POS
생/XPN;크림/NNG,Medium,Judgment,POS
생/XPN;크림/NNG;거품/NNG,Medium,Judgment,POS
생/XSN,Medium,Argument,POS
생/XSN;들/XSN,Medium,Argument,POS
생/XSN;들/XSN;에게/JKB,Medium,Argument,POS
생각/NNG,Medium,Argument,POS
생각/NNG;도/JX,Low,Judgment,POS
생각/NNG;도/JX;들/VV,Low,Judgment,POS
생각/NNG;에서/JKB,Medium,Judgment,POS
생각/NNG;으로/JKB,Low,Judgment,POS
생각/NNG;으로/JKB;떠나/VV,Low,Argument,POS
생각/NNG;은/JX,Medium,Judgment,POS
생각/NNG;은/JX;별로/MAG,Medium,Argument,POS
생각/NNG;을/JKO,Medium,Judgment,NEG
생각/NNG;을/JKO;말/NNG,Medium,Argument,POS
생각/NNG;을/JKO;해보/VV,None,Others,POS
생각/NNG;이/JKS,Medium,Argument,NEG
생각/NNG;이/JKS;깔리/VV,Medium,Argument,POS
생각/NNG;이/VCP,High,Judgment,NEG
생각/NNG;이/VCP;ㅂ니다/EF,Medium,Argument,POS
생각/NNG;이/VCP;었/EP,Low,Argument,POS
생각/NNG;하/XSV,Medium,Speculation,POS
생각/NNG;하/XSV;는/ETM,High,Emotion,POS
생각/NNG;하/XSV;ㄹ/ETM,Medium,Argument,POS
생각/NNG;하/XSV;면/EC,Low,Argument,POS
생각/NNG;하/XSV;았/EP,Low,Argument,POS
생겨나/VV,Medium,Judgment,POS
생기/VV,Medium,Argument,POS
생기/VV;고/EC,Medium,Argument,NEG
생기/VV;고/EC;있/VX,Medium,Argument,POS
생기/VV;ㄴ다/EF,Medium,Judgment,NEG
생기/VV;ㅂ니다/EF,Medium,Judgment,NEG
생기/VV;었/EP,Low,Judgment,NEG
생기/VV;었/EP;다/EF,Low,Argument,NEG
생동/NNG,Medium,Judgment,POS
생동/NNG;속/NNG,Medium,Judgment,NEG
생동/NNG;속/NNG;에/JKB,Medium,Judgment,NEG
생동감/NNG,Medium,Judgment,POS
생동감/NNG;있/VV,Medium,Judgment,NEG
생동감/NNG;있/VV;게/EC,Medium,Judgment,NEG
생명/NNG,Medium,Judgment,POS
생명/NNG;에/JKB,Medium,Argument,NEG
생명/NNG;에/JKB;대하/VV,Medium,Judgment,NEG
생명/NNG;을/JKO,High,Intention,NEG
생명/NNG;을/JKO;되찾/VV,High,Judgment,NEG
생명/NNG;을/JKO;찾/VV,Medium,Judgment,POS
생물/NNG,Medium,Argument,POS
생물/NNG;해적/NNG,Medium,Judgment,NEG
생물/NNG;해적/NNG;질/XSN,Medium,Argument,POS
생산/NNG,Medium,Judgment,POS
생산/NNG;유적/NNG,Medium,Argument,POS
생산/NNG;유적/NNG;이/VCP,Medium,Judgment,POS
생선/NNG,Medium,Argument,POS
생선/NNG;을/JKO,Medium,Judgment,POS
생선/NNG;을/JKO;떼/VV,Medium,Argument,POS
생필품/NNG,Low,Judgment,POS
생필품/NNG;을/JKO,Low,Judgment,POS
생필품/NNG;을/JKO;공급/NNG,Low,Judgment,POS
생활/NNG,Medium,Argument,POS
생활/NNG;비디오/NNG,Medium,Judgment,POS
생활/NNG;비디오/NNG;등/NNB,Medium,Argument,POS
생활/NNG;에/JKB,Low,Judgment,POS
생활/NNG;에/JKB;변화/NNG,Low,Argument,POS
생활/NNG;의/JKG,Medium,Judgment,NEG
생활/NNG;의/JKG;편리/NNG,Medium,Judgment,POS
생활/NNG;질/NNG,Medium,Judgment,POS
생활/NNG;질/NNG;을/JKO,Medium,Judgment,NEG
생활고/NNG,High,Judgment,POS
생활고/NNG;도/JX,High,Judgment,POS
생활고/NNG;도/JX;더욱/MAG,High,Judgment,NEG
서/VV,Medium,Argument,POS
서/VV;어/EC,Medium,Emotion,POS
서/VV;어/EC;있/VX,Medium,Speculation,NEG
서/VV;어/EC;주/VX,Medium,Argument,POS
서두르/VV,Medium,Intention,POS
서로/MAG,High,Argument,POS
서로/MAG;얼싸안/VV,High,Judgment,NEG
서로/MAG;엇나가/VV,Low,Argument,NEG
서로/MAG;엇나가/VV;는/ETM,Low,Judgment,POS
서로/MAG;자랑/NNG,Medium,Judgment,NEG
서로/MAG;자랑/NNG;스럽/XSA,Medium,Argument,POS
서로/NNG,Medium,Argument,POS
서로/NNG;를/JKO,Medium,Judgment,POS
서로/NNG;를/JKO;밀어내/VV,Medium,Argument,POS
서로/NNG;를/JKO;비추/VV,Medium,Judgment,POS
서른/NR,Medium,Speculation,POS
서른/NR;에/JKB,Medium,Argument,POS
서른/NR;에/JKB;우리/NP,Medium,Speculation,POS
서명/NNG,High,Agreement,POS
서명/NNG;에/JKB,Medium,Judgment,POS
서명/NNG;에/JKB;동참/NNG,Medium,Agreement,POS
서방/NNG,Medium,Argument,POS
서방/NNG;세계/NNG,Medium,Judgment,POS
서방/NNG;세계/NNG;에서/JKB,Medium,Argument,POS
서비스/NNG,Low,Judgment,POS
서서히/MAG,Medium,Judgment,POS
서슴/VV,Medium,Judgment,POS
서슴/VV;지/EC,Medium,Judgment,POS
서슴/VV;지/EC;않/VX,Medium,Judgment,POS
서슴없이/MAG,High,Judgment,POS
서슴없이/MAG;지갑/NNG,High,Judgment,NEG
서슴없이/MAG;지갑/NNG;을/JKO,High,Judgment,POS
서예/NNG,Medium,Judgment,POS
서예/NNG;의/JKG,Medium,Judgment,NEG
서예/NNG;의/JKG;근본/NNG,Medium,Judgment,POS
서울/NNP,High,Argument,POS
서울/NNP;에/JKB,Low,Judgment,NEUT
서울/NNP;에/JKB;모이/VV,Low,Argument,NEG
서울/NNP;지하철/NNG,High,Judgment,NEUT
서울/NNP;지하철/NNG;미군/NNG,High,Judgment,NEG
서쪽/NNG,Low,Argument,POS
서쪽/NNG;에서/JKB,Low,Argument,NEG
서툴/VA,Low,Judgment,POS
석/NNG,Medium,Judgment,POS
석/NNG;을/JKO,Medium,Judgment,NEG
석/NNG;을/JKO;주/VV,Medium,Judgment,NEG
석가모니/NNP,Medium,Argument,POS
석가모니/NNP;는/JX,Medium,Speculation,NEG
석가모니/NNP;는/JX;종교인/NNG,Medium,Argument,NEG
석권/NNG,High,Judgment,POS
석권/NNG;하/XSV,High,Argument,POS
석연/XR,Medium,Judgment,POS
석연/XR;하/XSA,Medium,Argument,POS
석연/XR;하/XSA;지/EC,Medium,Judgment,NEG
섞이/VV,Medium,Judgment,POS
섞이/VV;ㄴ/ETM,Medium,Argument,POS
섞이/VV;ㄴ/ETM;칭찬/NNG,Medium,Judgment,NEG
선/NNG,Medium,Judgment,POS
선/NNG;과/JC,Medium,Argument,POS
선/NNG;과/JC;색/NNG,Medium,Judgment,POS
선/NNG;이/VCP,Medium,Argument,POS
선/NNP,Medium,Judgment,POS
선/NNP;미술/NNG,Medium,Argument,POS
선/NNP;미술/NNG;상/NNP,Medium,Judgment,POS
선구/NNG,High,Judgment,POS
선구/NNG;적/XSN,High,Argument,POS
선구/NNG;적/XSN;이/VCP,High,Judgment,POS
선두/NNG,Medium,Judgment,POS
선물/NNG,Low,Judgment,POS
선물/NNG;용/XSN,Low,Argument,POS
선보이/VV,Low,Judgment,NEG
선언/NNG,Medium,Argument,NEG
선언/NNG;하/XSV,Medium,Judgment,POS
선전/NNG,Low,Argument,POS
선전/NNG;은/JX,Low,Judgment,POS
선전/NNG;은/JX;어떻/VA,Low,Argument,POS
선정/NNG,Medium,Judgment,POS
선정/NNG;되/XSV,Medium,Judgment,POS
선정/NNG;성/XSN,Medium,Judgment,POS
선진국/NNG,Medium,Judgment,POS
선진국/NNG;그룹/NNG,Medium,Argument,POS
선진국/NNG;그룹/NNG;으로서/JKB,Medium,Judgment,POS
선풍/NNG,High,Judgment,NEG
선호/NNG,Medium,Judgment,POS
선호/NNG;하/XSV,Medium,Judgment,POS
설/NNB,Medium,Judgment,NEG
설계/NNG,High,Argument,NEG
설계/NNG;에서/JKB,High,Argument,NEG
설계/NNG;에서/JKB;유사/XR,High,Argument,POS
설계/NNG;하/XSV,High,Judgment,NEG
설계/NNG;하/XSV;ㄹ/ETM,High,Argument,POS
설득/NNG,Medium,Argument,POS
설득/NNG;시키/XSV,Medium,Argument,POS
설득/NNG;하/XSV,Medium,Argument,NEG
설득력/NNG,Medium,Judgment,POS
설득력/NNG;이/JKS,Medium,Judgment,NEG
설득력/NNG;이/JKS;부족/NNG,Medium,Judgment,POS
설득력/NNG;이/JKS;없/VA,High,Judgment,POS
설득력/NNG;이/JKS;있/VV,Medium,Judgment,POS
설득력/NNG;있/VV,Medium,Judgment,POS
설레/VV,Medium,Emotion,POS
설레/VV;게/EC,Medium,Judgment,POS
설레/VV;게/EC;하/VX,Medium,Emotion,POS
설명/NNG,Medium,Argument,NEG
설명/NNG;이/JKS,High,Judgment,POS
설명/NNG;이/JKS;필요/NNG,High,Argument,POS
설명/NNG;하/XSV,Medium,Argument,POS
섬/NNG,Medium,Argument,POS
섬/NNG;들/XSN,Medium,Judgment,POS
섬/NNG;들/XSN;이/JKS,Medium,Argument,POS
섬/NNG;을/JKO,Medium,Emotion,POS
섬/NNG;을/JKO;부수/VV,Medium,Argument,POS
섬/NNG;을/JKO;잡아먹/VV,Medium,Argument,POS
섬/NNG;이/JKS,Medium,Judgment,NEG
섬/NNG;이/JKS;섬/NNG,Medium,Argument,POS
섬/NNG;이/VCP,Medium,Argument,POS
섬/NNG;이/VCP;ㄹ/ETM,Medium,Argument,POS
섬기/VV,Medium,Judgment,NEG
섬기/VV;ㅁ/ETN,Medium,Speculation,NEG
섬세/XR,Medium,Judgment,NEG
섬세/XR;하/XSA,Medium,Agreement,POS
섬세/XR;하/XSA;게/EC,Medium,Judgment,POS
성/NNG,Medium,Judgment,NEG
성/NNG;차별/NNG,Medium,Argument,POS
성/NNG;차별/NNG;폐지/NNG,Medium,Judgment,POS
성/XSN,Medium,Judgment,NEG
성/XSN;과/JC,High,Judgment,NEG
성/XSN;과/JC;반복/NNG,High,Argument,POS
성/XSN;과/JC;절대주의/NNG,Medium,Judgment,POS
성/XSN;은/JX,Medium,Judgment,NEG
성/XSN;은/JX;높/VA,Medium,Speculation,NEG
성/XSN;은/JX;묻히/VV,Medium,Judgment,NEG
성/XSN;을/JKO,Medium,Argument,NEG
성/XSN;을/JKO;가지/VV,Medium,Argument,NEG
성/XSN;을/JKO;갖/VV,High,Judgment,POS
성/XSN;을/JKO;높이/VV,Medium,Judgment,NEG
성/XSN;을/JKO;다시금/MAG,High,Judgment,NEG
성/XSN;을/JKO;되찾/VV,Medium,Judgment,NEG
성/XSN;을/JKO;상실/NNG,Medium,Judgment,POS
성/XSN;을/JKO;이루/VV,Medium,Argument,POS
성/XSN;을/JKO;일깨우/VV,High,Judgment,POS
성/XSN;을/JKO;지키/VV,Medium,Judgment,POS
성/XSN;을/JKO;지향/NNG,Medium,Judgment,NEG
성/XSN;의/JKG,High,Judgment,POS
성/XSN;의/JKG;벽/NNG,Low,Argument,POS
성/XSN;의/JKG;희박/XR,High,Judgment,POS
성/XSN;이/JKS,Medium,Argument,POS
성/XSN;이/JKS;낮/VA,Medium,Judgment,POS
성/XSN;이/JKS;높/VA,Medium,Speculation,POS
성/XSN;이/JKS;있/VV,Medium,Argument,POS
성/XSN;이/JKS;적/VA,Medium,Judgment,POS
성격/NNG,High,Judgment,POS
성격/NNG;을/JKO,Medium,Judgment,POS
성격/NNG;을/JKO;떨치/VV,Medium,Judgment,POS
성격/NNG;이/VCP,High,Argument,POS
성공/NNG,Medium,Judgment,POS
성공/NNG;을/JKO,High,Argument,POS
성공/NNG;을/JKO;거두/VV,High,Judgment,POS
성공/NNG;이/VCP,Medium,Argument,POS
성공/NNG;이/VCP;ㄴ가/EF,Medium,Argument,NEG
성공/NNG;적/XSN,Medium,Judgment,NEG
성공/NNG;하/XSV,Medium,Argument,NEG
성공/NNG;하/XSV;ㄴ/ETM,Medium,Judgment,NEG
성과/NNG,Medium,Judgment,POS
성과/NNG;로/JKB,Medium,Judgment,NEG
성과/NNG;로/JKB;꼽히/VV,Medium,Judgment,POS
성과/NNG;를/JKO,Medium,Argument,NEG
성과/NNG;를/JKO;고객/NNG,Medium,Argument,POS
성과/NNG;를/JKO;쌓/VV,Medium,Judgment,POS
성과물/NNG,High,Judgment,POS
성금/NNG,High,Judgment,POS
성금/NNG;을/JKO,High,Judgment,POS
성금/NNG;을/JKO;모으/VV,High,Judgment,POS
성대/XR,Medium,Judgment,POS
성대/XR;하/XSA,Medium,Argument,POS
성명/NNG,Medium,Argument,NEG
성명/NNG;을/JKO,Medium,Judgment,NEG
성명/NNG;을/JKO;내/VV,Medium,Argument,POS
성숙/NNG,Medium,Judgment,NEG
성숙/NNG;의/JKG,Medium,Argument,POS
성숙/NNG;의/JKG;자리/NNG,Medium,Judgment,NEG
성실/NNG,Medium,Judgment,POS
성실/NNG;하/XSA,Medium,Judgment,POS
성실/NNG;하/XSA;게/EC,Medium,Judgment,NEG
성자/NNG,Medium,Judgment,POS
성장/NNG,Medium,Judgment,POS
성장/NNG;하/XSV,Medium,Judgment,POS
성장/NNG;하/XSV;아/EC,Medium,Judgment,NEG
성지/NNG,Low,Judgment,POS
성지/NNG;로/JKB,Medium,Judgment,POS
성지/NNG;로/JKB;삼/VV,Medium,Judgment,NEG
성지/NNG;에/JKB,Low,Judgment,POS
성지/NNG;에/JKB;는/JX,Low,Judgment,NEG
성찰/NNG,Medium,Judgment,POS
성취/NNG,High,Judgment,POS
성취/NNG;하/XSV,High,Judgment,POS
성행/NNG,Medium,Judgment,NEG
성행/NNG;하/XSV,Medium,Judgment,POS
성향/NNG,Medium,Intention,NEG
성향/NNG;의도/NNG,Medium,Judgment,POS
성향/NNG;의도/NNG;를/JKO,Medium,Intention,NEG
성희롱/NNG,High,Judgment,NEG
성희롱/NNG;사건/NNG,High,Argument,POS
세/MM,High,Judgment,POS
세/MM;얼굴/NNG,High,Argument,POS
세/MM;얼굴/NNG;을/JKO,High,Judgment,NEG
세/NNB,Medium,Argument,POS
세/NNB;년/NNB,Medium,Judgment,POS
세/NNB;년/NNB;년/NNB,Medium,Argument,POS
세/NNB;세/NNB,Medium,Judgment,NEG
세/NNB;세/NNB;년/NNB,Medium,Argument,POS
세계/NNG,Medium,Judgment,POS
세계/NNG;가/JKS,Medium,Judgment,NEG
세계/NNG;가/JKS;열리/VV,Medium,Argument,POS
세계/NNG;는/JX,Medium,Judgment,NEG
세계/NNG;는/JX;사람/NNG,Medium,Argument,POS
세계/NNG;를/JKO,Medium,Argument,POS
세계/NNG;를/JKO;가지/VV,Medium,Judgment,NEG
세계/NNG;만큼/JX,Medium,Argument,NEG
세계/NNG;만큼/JX;위대/XR,Medium,Argument,NEG
세계/NNG;속/NNG,High,Argument,NEG
세계/NNG;속/NNG;에서/JKB,High,Judgment,POS
세계/NNG;에서/JKB,Medium,Argument,POS
세계/NNG;에서/JKB;는/JX,Medium,Argument,POS
세계/NNG;적/XSN,Medium,Judgment,POS
세계/NNG;적/XSN;으로/JKB,Medium,Judgment,POS
세계/NNG;평화/NNG,Medium,Judgment,POS
세계/NNG;평화/NNG;진원지/NNG,Medium,Judgment,POS
세계/NNG;화/XSN,Medium,Emotion,POS
세계/NNG;화/XSN;흐름/NNG,Medium,Argument,POS
세기/NNG,Medium,Judgment,POS
세기/NNG;가장/MAG,Medium,Argument,POS
세기/NNG;가장/MAG;성공/NNG,Medium,Judgment,POS
세대/NNG,High,Judgment,POS
세대/NNG;들/XSN,Medium,Argument,NEG
세대/NNG;들/XSN;이/JKS,Medium,Judgment,POS
세대/NNG;바람/NNG,High,Argument,NEG
세대/NNG;바람/NNG;이/JKS,High,Judgment,POS
세련미/NNG,Medium,Judgment,POS
세련미/NNG;가/JKS,Medium,Argument,NEG
세련미/NNG;가/JKS;느끼/VV,Medium,Judgment,POS
세상/NNG,High,Argument,POS
세상/NNG;도/JX,High,Argument,POS
세상/NNG;도/JX;똑바로/MAG,High,Argument,POS
세상/NNG;에/JKB,High,Judgment,NEG
세상/NNG;에/JKB;하/VV,High,Argument,POS
세상/NNG;에서/JKB,High,Judgment,NEG
세상/NNG;에서/JKB;가장/MAG,High,Judgment,POS
세상/NNG;은/JX,High,Judgment,POS
세상/NNG;은/JX;엉망진창/NNG,High,Argument,NEG
세상/NNG;의/JKG,High,Judgment,POS
세상/NNG;의/JKG;모든/MM,Medium,Argument,NEG
세상/NNG;의/JKG;바짓가랑이/NNG,High,Argument,NEG
세상/NNG;의/JKG;입/NNG,High,Argument,POS
세속/NNG,Low,Argument,POS
세속/NNG;적/XSN,Low,Judgment,COMP
세속/NNG;적/XSN;으로/JKB,Low,Argument,POS
세습/NNG,Medium,Judgment,POS
세우/VV,Medium,Intention,POS
세우/VV;어/EC,Medium,Judgment,COMP
세우/VV;어/EC;놓/VX,Medium,Intention,POS
세우/VV;어/EC;주/VX,Medium,Judgment,POS
센스/NNG,Medium,Judgment,POS
셈/NNB,None,Judgment,POS
셈/NNB;이/VCP,None,Judgment,POS
셈/NNB;이/VCP;다/EF,Medium,Argument,POS
셈/NNG,Medium,Speculation,NEG
셈/NNG;이/VCP,Medium,Argument,POS
셰익스피어/NNP,Medium,Judgment,POS
셰익스피어/NNP;를/JKO,Medium,Intention,POS
셰익스피어/NNP;를/JKO;무덤/NNG,Medium,Judgment,NEG
소/EF,None,Judgment,NEG
소감/NNG,Medium,Argument,NEG
소개/NNG,Medium,Argument,NEG
소개/NNG;하/XSV,Medium,Judgment,POS
소개/NNG;하/XSV;고/EC,Medium,Argument,NEG
소견/NNG,Medium,Argument,NEG
소극적/NNG,High,Judgment,NEG
소극적/NNG;이/VCP,High,Judgment,POS
소낙비/NNG,High,Argument,POS
소낙비/NNG;같이/MAG,High,Judgment,POS
소낙비/NNG;같이/MAG;허둥대/VV,High,Argument,NEG
소녀/NNG,Medium,Argument,NEG
소녀/NNG;를/JKO,Medium,Argument,NEG
소녀/NNG;를/JKO;살리/VV,Medium,Argument,POS
소득/NNG,Medium,Judgment,POS
소득/NNG;수준/NNG,Medium,Judgment,POS
소득/NNG;수준/NNG;이/JKS,Medium,Judgment,POS
소리/NNG,Medium,Argument,POS
소리/NNG;를/JKO,Medium,Judgment,POS
소리/NNG;를/JKO;들/VV,Medium,Argument,POS
소문/NNG,High,Judgment,POS
소문/NNG;나/VV,High,Judgment,NEG
소문/NNG;마저/JX,Medium,Argument,NEG
소문/NNG;마저/JX;나돌/VV,Medium,Judgment,POS
소변/NNG,Medium,Argument,NEG
소변/NNG;검사/NNG,Medium,Judgment,NEG
소변/NNG;검사/NNG;로/JKB,Medium,Argument,POS
소변/NNG;으로/JKB,Medium,Judgment,NEG
소변/NNG;으로/JKB;확인/NNG,Medium,Argument,POS
소비자/NNG,Medium,Judgment,NEG
소비자/NNG;가격/NNG,Medium,Judgment,NEG
소비자/NNG;가격/NNG;의/JKG,Medium,Judgment,POS
소비자/NNG;문제/NNG,Medium,Judgment,POS
소비자/NNG;문제/NNG;로/JKB,Medium,Judgment,POS
소설/NNG,Medium,Judgment,NEG
소설/NNG;들/XSN,Medium,Judgment,POS
소설집/NNG,Low,Judgment,NEG
소설집/NNG;때/NNG,Low,Judgment,POS
소설집/NNG;때/NNG;와/JKB,Low,Judgment,POS
소송/NNG,High,Judgment,POS
소송/NNG;을/JKO,High,Judgment,POS
소송/NNG;을/JKO;제기/NNG,High,Judgment,POS
소수/NNG,Medium,Argument,POS
소수/NNG;의/JKG,Medium,Intention,NEG
소수/NNG;의/JKG;깨치/VV,Medium,Argument,POS
소신/NNG,Medium,Judgment,NEG
소신/NNG;없이/MAG,Medium,Judgment,NEG
소신/NNG;없이/MAG;눈치/NNG,Medium,Judgment,POS
소심/XR,Medium,Judgment,NEG
소심/XR;하/XSA,Medium,Judgment,POS
소심/XR;하/XSA;ㄴ/ETM,Medium,Judgment,POS
소아마비/NNG,High,Judgment,POS
소외/NNG,Medium,Argument,POS
소외/NNG;되/XSV,Medium,Argument,POS
소외/NNG;되/XSV;ㄴ/ETM,Medium,Argument,POS
소용/NNG,Medium,Judgment,POS
소용/NNG;이/JKS,Medium,Argument,NEG
소용/NNG;이/JKS;없/VA,Medium,Judgment,POS
소위/MAG,Medium,Argument,POS
소위/MAG;발전/NNG,Medium,Argument,NEG
소위/MAG;발전/NNG;하/XSV,Medium,Argument,POS
소일/NNG,Low,Argument,POS
소일/NNG;을/JKO,Low,Argument,NEG
소일/NNG;을/JKO;하/VV,Low,Argument,NEUT
소중/XR,Medium,Judgment,POS
소중/XR;하/XSA,Medium,Judgment,NEG
소중/XR;하/XSA;게/EC,High,Emotion,NEUT
소중/XR;하/XSA;ㄴ/ETM,Medium,Judgment,NEUT
소지/NNG,High,Judgment,POS
소지/NNG;가/JKS,High,Argument,POS
소지/NNG;가/JKS;많/VA,High,Judgment,NEUT
소홀/NNG,Medium,Judgment,POS
소홀히/MAG,Medium,Judgment,POS
소홀히/MAG;하/VV,Medium,Judgment,POS
소환/NNG,High,Judgment,POS
소환/NNG;조차/JX,High,Argument,POS
소환/NNG;조차/JX;않/VV,High,Judgment,NEUT
속/NNG,Medium,Judgment,POS
속/NNG;모르/VV,Low,Judgment,NEG
속/NNG;썩이/VV,Medium,Judgment,NEG
속/NNG;에/JKB,Medium,Argument,NEG
속/NNG;에/JKB;들어가/VV,Medium,Judgment,NEG
속/NNG;에/JKB;빛/NNG,Medium,Argument,NEG
속/NNG;에/JKB;피어나/VV,Medium,Judgment,COMP
속/NNG;에서/JKB,Medium,Judgment,NEG
속/NNG;에서/JKB;그/NP,High,Judgment,POS
속/NNG;에서/JKB;미끼/NNG,Medium,Judgment,COMP
속/NNG;에서/JKB;미술인/NNG,Medium,Argument,COMP
속/NNG;에서/JKB;비참/NNG,Medium,Judgment,NEG
속내/NNG,Medium,Agreement,POS
속내/NNG;를/JKO,Medium,Judgment,NEG
속내/NNG;를/JKO;꺼내/VV,Medium,Agreement,POS
속도/NNG,Medium,Judgment,POS
속도/NNG;와/JC,Medium,Judgment,POS
속도/NNG;와/JC;카메라/NNG,Medium,Judgment,POS
속도감/NNG,Medium,Judgment,NEG
속도감/NNG;있/VV,Medium,Judgment,POS
속이/VV,Low,Judgment,NEG
속임수/NNG,High,Judgment,POS
속하/VV,Medium,Argument,POS
속하/VV;아/EC,Medium,Argument,NEG
속하/VV;아/EC;있/VX,Medium,Argument,POS
손/NNG,Medium,Argument,POS
손/NNG;끝/NNG,Medium,Argument,POS
손/NNG;끝/NNG;이/JKS,Medium,Judgment,POS
손/NNG;때/NNG,Medium,Judgment,POS
손/NNG;때/NNG;묻/VV,Medium,Argument,POS
손/NNG;에/JKB,Medium,Argument,NEG
손/NNG;에/JKB;쥐/VV,Medium,Judgment,POS
손/NNG;으로/JKB,Medium,Argument,NEG
손/NNG;으로/JKB;입/NNG,Medium,Argument,POS
손/NNG;으로/JKB;전하/VV,Medium,Argument,POS
손/NNG;을/JKO,Medium,Argument,POS
손/NNG;을/JKO;흔들/VV,Medium,Judgment,POS
손꼽히/VV,Medium,Judgment,NEG
손꼽히/VV;는/ETM,Medium,Speculation,POS
손꼽히/VV;는/ETM;국내/NNG,Medium,Judgment,POS
손님/NNG,Medium,Judgment,NEG
손님/NNG;들/XSN,Medium,Judgment,POS
손님/NNG;들/XSN;에게/JKB,Medium,Judgment,POS
손목/NNG,Low,Argument,NEG
손목/NNG;의/JKG,Low,Judgment,POS
손목/NNG;의/JKG;골절/NNG,Low,Argument,POS
손바닥/NNG,Medium,Judgment,POS
손바닥/NNG;으로/JKB,Medium,Argument,POS
손바닥/NNG;으로/JKB;하늘/NNG,Medium,Judgment,POS
손발/NNG,Medium,Argument,POS
손발/NNG;이/JKS,Medium,Argument,POS
손발/NNG;이/JKS;마비/NNG,Medium,Argument,POS
